Customer_ID,Cluster_Label,Predicted_Churn,Churn_Probability,Predicted_Next_Quarter_Revenue,Risk_Score,Revenue_Potential_Score,Engagement_Score,Engagement_Level
10641,High-Growth Startup,0,1.0007732504609213e-08,8738.8545,8.27,41.74,53.88,Medium
13186,High Revenue Loyal,0,2.701545542947729e-09,615.86816,8.09,42.57,77.02,High
10638,High-Growth Startup,0,4.718939309269112e-10,238.2748,7.5,28.69,50.17,Medium
13748,Discount-Heavy Stable,0,1.5506522779675683e-09,214.40326,8.38,28.17,47.49,Low
13687,At-Risk SMB,1,0.9999999999990324,1186.9772,65.16,23.3,39.64,Low
12309,High-Growth Startup,0,1.3142287157346448e-08,4985.6655,7.47,39.21,59.11,Medium
13185,High Revenue Loyal,0,8.046527915358453e-10,27968.408,8.27,76.14,80.46,High
12097,High Revenue Loyal,0,2.835335332970029e-09,20614.04,8.38,64.88,74.3,Medium
12641,High-Growth Startup,0,1.9300029401212548e-09,13247.95,9.58,53.86,66.39,Medium
13280,High Revenue Loyal,0,2.835335332970029e-09,21241.758,7.76,70.27,80.82,High
13917,At-Risk SMB,0,1.8441190302822198e-09,1037.4106,9.75,20.18,33.57,Low
13708,High-Growth Startup,0,2.944976430466248e-09,9189.627,8.19,44.62,58.84,Medium
10922,Discount-Heavy Stable,0,1.8726619864481034e-09,6397.5654,9.87,35.41,46.74,Low
10547,At-Risk SMB,0,6.987937636740328e-08,38.643414,13.21,18.3,33.13,Low
13909,At-Risk SMB,1,0.9999999995762932,1575.1937,62.18,15.6,23.15,Low
11901,High-Growth Startup,0,2.279347872946094e-09,9580.293,8.44,43.79,58.21,Medium
12029,At-Risk SMB,0,6.4238310904566015e-09,669.4804,15.7,18.81,31.22,Low
12302,High-Growth Startup,0,1.3509685868100932e-08,250.72653,9.03,29.08,51.91,Medium
11886,At-Risk SMB,0,5.1691528460234175e-09,1074.8452,12.94,19.46,28.64,Low
11643,At-Risk SMB,0,1.2583955721104464e-08,204.52362,14.06,11.68,21.77,Low
13740,At-Risk SMB,0,2.259663207444175e-07,53.721996,11.83,21.56,38.46,Low
14957,Discount-Heavy Stable,0,9.267737662901203e-10,162.24043,9.79,35.64,59.07,Medium
12098,At-Risk SMB,1,0.9999999999814866,1319.6151,62.93,21.71,35.08,Low
14900,High-Growth Startup,0,5.430566354193782e-10,235.18193,8.16,32.16,51.13,Medium
13797,High-Growth Startup,0,3.6772499517062245e-09,10075.455,9.5,39.23,48.25,Low
14634,High Revenue Loyal,0,2.471214507338004e-09,27112.98,6.96,72.18,75.19,High
14192,High-Growth Startup,0,5.616935255300146e-09,12955.428,7.07,48.8,65.17,Medium
10837,High-Growth Startup,0,3.80296220914454e-09,906.6927,9.43,32.82,55.75,Medium
10602,High-Growth Startup,0,2.489295142799412e-09,4809.3105,9.38,37.69,62.88,Medium
12185,At-Risk SMB,1,0.9999999977160547,280.4964,65.84,13.76,27.5,Low
14267,At-Risk SMB,1,0.99999999797675,1093.1942,67.17,24.24,37.48,Low
12643,High-Growth Startup,0,3.384994536489339e-09,9515.739,8.19,40.1,59.02,Medium
14442,At-Risk SMB,0,2.8085430729403905e-08,459.21973,12.67,20.47,35.25,Low
11583,At-Risk SMB,1,0.9999999967044731,-464.21637,64.15,20.33,37.56,Low
14401,High-Growth Startup,0,6.404331765115447e-10,2971.1257,6.56,32.46,54.11,Medium
13051,Discount-Heavy Stable,0,2.835335332970029e-09,7155.638,9.98,43.52,63.77,Medium
14131,High-Growth Startup,0,3.754349531292291e-09,11043.706,9.43,43.26,51.44,Medium
11071,Discount-Heavy Stable,0,9.422254611520894e-09,205.4,10.65,35.74,61.34,Medium
11776,At-Risk SMB,0,2.344601894536887e-09,2981.4934,10.3,11.7,11.85,Low
14956,High Revenue Loyal,0,2.40443167477529e-09,17492.814,6.56,57.08,69.62,Medium
11284,High-Growth Startup,0,3.178375180700205e-09,8836.829,7.98,43.04,56.79,Medium
13253,High Revenue Loyal,0,8.87312909619885e-10,236.6398,6.56,44.22,80.46,High
13492,High Revenue Loyal,0,8.609175815927303e-10,659.28076,7.58,49.28,89.58,High
14901,At-Risk SMB,0,3.0654854315954405e-08,305.13364,13.6,18.21,35.79,Low
11837,High Revenue Loyal,0,2.835335332970029e-09,18373.658,6.16,56.0,62.42,Medium
14375,High-Growth Startup,0,2.455461910605057e-10,1172.9082,7.18,44.87,78.54,High
11020,At-Risk SMB,0,1.323866236172494e-06,211.46988,15.69,16.75,27.49,Low
14233,High-Growth Startup,0,4.4382933604684814e-10,2953.6516,8.96,42.0,64.88,Medium
11327,At-Risk SMB,0,2.8643087439468213e-08,46.125427,12.99,14.58,22.77,Low
10476,At-Risk SMB,0,3.188718821058978e-09,1556.8262,14.41,24.76,38.54,Low
14467,High Revenue Loyal,0,3.189820232349278e-09,4722.388,7.07,41.78,68.76,Medium
11652,High Revenue Loyal,0,1.783870935622248e-08,221.94739,7.5,44.02,82.63,High
14789,High Revenue Loyal,0,2.5146154383995127e-09,2436.4348,7.36,51.23,89.44,High
14420,At-Risk SMB,0,0.0001211176261109,-89.176285,11.53,17.2,31.14,Low
12781,High Revenue Loyal,0,1.655725907853847e-09,285.9819,6.27,35.55,69.42,Medium
13011,High Revenue Loyal,0,4.609605333971317e-10,2380.9792,7.9,47.76,86.49,High
12752,High-Growth Startup,0,4.958139641672536e-09,2890.3577,6.96,39.03,64.36,Medium
11374,Discount-Heavy Stable,0,1.2404426529796747e-09,209.64014,7.18,35.0,56.98,Medium
10740,At-Risk SMB,0,6.1233933797121375e-09,2681.943,14.04,24.78,37.0,Low
13857,Discount-Heavy Stable,0,3.401696848953243e-09,1117.624,9.85,27.96,50.37,Medium
12597,High Revenue Loyal,0,2.835335332970029e-09,23050.23,8.09,64.37,74.9,Medium
10868,High-Growth Startup,0,5.664989835203953e-10,332.98813,7.07,31.18,50.92,Medium
11141,At-Risk SMB,0,1.0821908584690065e-07,-19.214222,9.1,15.49,24.08,Low
10998,High Revenue Loyal,0,3.6479049986623643e-09,14836.419,7.07,57.09,77.83,High
11338,High-Growth Startup,0,4.8489159719977655e-09,14720.229,10.23,49.64,53.55,Medium
10542,High-Growth Startup,0,2.7569668441366147e-09,11307.275,9.79,43.12,52.76,Medium
11100,High Revenue Loyal,0,2.578218900803365e-09,17538.96,7.61,63.94,80.66,High
11133,High Revenue Loyal,0,1.2788747442381264e-10,389.52075,8.38,41.31,75.8,High
10861,High-Growth Startup,0,3.3956422748413326e-10,2471.9106,7.69,32.53,53.36,Medium
12891,High Revenue Loyal,0,2.377538178310818e-09,16625.17,7.47,62.01,80.94,High
12259,High Revenue Loyal,0,2.119494954202557e-09,229.25044,8.78,41.33,78.88,High
14170,At-Risk SMB,0,2.048969217464963e-09,3527.278,10.99,13.56,16.99,Low
10060,High Revenue Loyal,0,3.0705052547906286e-09,26869.438,6.56,73.52,76.37,High
13072,Discount-Heavy Stable,0,1.6882801750148356e-09,6054.578,10.26,36.64,53.5,Medium
11939,High Revenue Loyal,0,2.471214507338004e-09,23098.607,7.18,66.35,77.86,High
14763,Discount-Heavy Stable,1,0.999999999944272,-358.70352,59.58,22.4,34.49,Low
12028,At-Risk SMB,0,3.452796596551617e-07,47.162014,10.15,17.75,27.41,Low
11079,High-Growth Startup,0,3.1649198510679475e-09,6775.5684,9.76,44.85,65.09,Medium
14931,High-Growth Startup,0,2.279347872946094e-09,9977.61,9.24,44.13,55.21,Medium
13337,At-Risk SMB,0,3.458990521797564e-09,1859.5201,13.36,16.18,23.45,Low
12650,Discount-Heavy Stable,0,1.1825787864849185e-08,177.98549,9.29,25.82,45.09,Low
10941,High Revenue Loyal,0,1.02427502290563e-08,237.0229,7.69,40.86,73.63,Medium
11081,High Revenue Loyal,0,5.101780954010591e-10,2286.963,7.69,43.91,78.91,High
10188,High Revenue Loyal,0,2.2143790079934673e-09,20433.664,8.16,69.6,85.81,High
12806,High Revenue Loyal,0,6.225406780064661e-10,317.4515,7.36,45.67,83.46,High
12086,High Revenue Loyal,0,7.094049813218116e-10,201.91695,7.76,43.52,81.59,High
12250,At-Risk SMB,1,0.9999999991047008,296.15762,65.2,22.19,42.92,Low
14978,High Revenue Loyal,1,0.9999999961281548,-284.64563,57.76,37.43,65.28,Medium
10601,At-Risk SMB,0,2.393480677938701e-09,3481.99,10.27,16.04,22.2,Low
12024,High Revenue Loyal,0,2.5675383862552963e-08,28369.277,6.16,64.3,59.62,Medium
12857,High-Growth Startup,0,9.385272234123776e-09,1787.88,8.19,39.53,67.87,Medium
11493,High-Growth Startup,0,4.2435372109042285e-09,337.3321,7.39,33.41,60.05,Medium
13845,Discount-Heavy Stable,0,4.037644565697948e-09,5390.0264,9.17,36.86,54.77,Medium
10227,High Revenue Loyal,0,3.0705052547906286e-09,19782.266,7.98,62.88,73.76,Medium
13906,High-Growth Startup,0,4.5699756748250807e-10,241.0144,8.67,31.01,59.42,Medium
11930,At-Risk SMB,0,3.19641515444314e-07,41.716667,11.32,20.13,34.43,Low
13259,High-Growth Startup,0,2.689394954309313e-10,276.76196,9.36,32.1,48.18,Low
14629,High Revenue Loyal,0,4.811088079639044e-09,5803.4673,8.67,50.88,78.11,High
11405,High Revenue Loyal,0,2.184834556239951e-09,5733.719,8.81,46.93,74.41,Medium
12180,Discount-Heavy Stable,0,6.558697188175384e-09,10374.886,9.49,47.26,63.31,Medium
10698,High-Growth Startup,0,2.7015388791212857e-10,346.2489,8.89,43.18,73.77,Medium
11125,At-Risk SMB,0,1.2886196883533936e-07,1101.6904,16.39,16.17,27.37,Low
12979,High-Growth Startup,0,3.723402309252766e-08,250.63835,10.16,36.08,62.88,Medium
13110,Discount-Heavy Stable,0,6.83299842616567e-10,1988.4575,9.24,30.5,51.34,Medium
11779,At-Risk SMB,0,2.767845130480102e-09,2000.9109,12.19,25.97,41.6,Low
13044,At-Risk SMB,0,8.16423764867721e-10,1128.865,8.56,24.97,41.21,Low
11038,At-Risk SMB,0,2.328520310600953e-09,3705.7646,10.56,20.08,33.69,Low
14306,High Revenue Loyal,0,4.99679444134165e-09,27651.086,8.19,78.07,82.0,High
12257,Discount-Heavy Stable,0,2.6761833221247313e-09,8479.013,8.78,40.43,51.76,Medium
10314,At-Risk SMB,0,3.877286163598003e-09,42.40686,9.39,19.66,32.55,Low
12282,High Revenue Loyal,0,2.517498871023121e-09,15362.507,6.99,67.23,96.54,High
12548,High Revenue Loyal,0,2.370185970925705e-09,24076.479,6.99,69.64,77.2,High
11417,At-Risk SMB,0,2.9111465698894784e-09,2306.0757,10.27,24.93,41.9,Low
11037,At-Risk SMB,0,2.4235849093099477e-08,-102.28231,10.23,17.3,30.28,Low
12160,High Revenue Loyal,0,2.377538178310818e-09,19177.467,7.36,59.26,73.95,Medium
14294,High-Growth Startup,0,2.9423964056684315e-09,10416.876,9.03,46.64,61.58,Medium
11755,At-Risk SMB,0,1.1856689764220472e-08,524.7819,10.67,23.3,37.85,Low
13322,At-Risk SMB,0,2.832496661318431e-09,2157.7937,19.5,18.64,26.36,Low
14805,Discount-Heavy Stable,0,6.194401467807306e-09,1278.2397,8.63,39.02,68.14,Medium
14229,High-Growth Startup,0,2.7087900589037834e-09,4704.1553,8.27,41.12,66.79,Medium
12521,High Revenue Loyal,0,3.095185109509527e-09,23237.355,6.78,64.02,67.34,Medium
14526,High-Growth Startup,0,4.3285269002625414e-10,2350.4812,9.29,45.23,70.59,Medium
13820,Discount-Heavy Stable,0,1.4493076293450676e-08,164.65474,9.18,31.73,54.6,Medium
13658,At-Risk SMB,1,0.9999999993499344,1395.0524,61.03,20.69,36.17,Low
11507,High-Growth Startup,1,0.9999999988118168,1738.0895,58.04,42.92,70.32,Medium
11924,At-Risk SMB,1,0.9999999988497724,-220.90645,63.38,14.71,24.26,Low
10449,High Revenue Loyal,0,2.377538178310818e-09,14055.218,7.76,61.71,85.56,High
14208,High Revenue Loyal,0,3.178375180700205e-09,20630.123,7.98,67.81,82.95,High
12825,Discount-Heavy Stable,0,2.0815565011752343e-10,183.26965,10.38,32.01,54.4,Medium
11679,Discount-Heavy Stable,0,4.656320225947193e-09,6387.216,8.56,29.27,39.49,Low
13461,At-Risk SMB,0,7.499194565777295e-07,52.167408,16.37,10.94,20.25,Low
10362,High Revenue Loyal,0,2.471214507338004e-09,28496.53,7.47,72.99,80.56,High
12184,High Revenue Loyal,0,2.835335332970029e-09,26140.613,6.56,77.59,91.46,High
11135,Discount-Heavy Stable,0,4.4619130931939125e-09,7475.101,9.87,30.62,39.71,Low
11364,High Revenue Loyal,0,2.6453953382145153e-09,21004.225,7.79,70.49,83.04,High
12156,Discount-Heavy Stable,0,2.902734549464113e-08,-28.514652,10.42,30.17,49.37,Low
11831,At-Risk SMB,0,1.5848665968756022e-09,2289.7366,13.7,15.71,22.57,Low
11054,High Revenue Loyal,0,2.835335332970029e-09,4242.528,7.36,46.76,76.84,High
12461,Discount-Heavy Stable,0,4.1369943645559055e-09,7971.7036,7.79,35.93,49.05,Low
10023,Discount-Heavy Stable,0,3.126636764673941e-08,1026.1229,8.27,35.03,57.04,Medium
12067,At-Risk SMB,1,0.9999999996933612,-474.90628,60.13,20.42,37.43,Low
11654,High Revenue Loyal,0,5.101780954010591e-10,1974.4481,8.56,37.43,63.38,Medium
12756,High-Growth Startup,0,2.0028843520266258e-10,315.7996,8.16,36.62,61.2,Medium
13423,High-Growth Startup,0,9.310798532261396e-09,241.1272,11.94,35.43,59.27,Medium
12981,High-Growth Startup,0,2.835335332970029e-09,13060.147,8.16,46.73,56.01,Medium
14196,At-Risk SMB,1,0.999999994461739,2025.552,67.23,14.9,23.1,Low
12469,High-Growth Startup,0,1.0085200418194888e-08,3694.789,9.87,37.67,58.01,Medium
12326,Discount-Heavy Stable,0,2.3413858730889893e-09,3286.7046,9.29,33.7,53.56,Medium
10461,High-Growth Startup,0,1.376484921434431e-07,78.17558,7.47,25.8,44.56,Low
11068,High-Growth Startup,0,2.652544039236137e-09,2098.747,9.36,36.98,61.73,Medium
10088,At-Risk SMB,1,0.999999997868518,656.4367,63.49,15.19,29.77,Low
11431,Discount-Heavy Stable,0,2.885677857512589e-09,6152.3086,9.83,33.66,43.26,Low
12819,At-Risk SMB,0,1.3433044069831647e-09,32.01148,11.18,18.31,30.41,Low
10283,High Revenue Loyal,0,2.7023887723007304e-08,235.57433,9.03,44.03,80.68,High
12484,At-Risk SMB,0,2.0709794623869937e-08,-172.38306,9.76,10.58,19.74,Low
10463,Discount-Heavy Stable,0,3.919822439785798e-09,3899.444,8.3,27.62,41.74,Low
10213,High Revenue Loyal,0,2.2143539981448013e-09,7481.118,8.27,49.11,73.2,Medium
12589,At-Risk SMB,0,4.206154723958737e-08,715.82635,14.62,16.37,25.22,Low
10467,High-Growth Startup,0,3.070472127592522e-09,7463.649,6.67,47.59,65.24,Medium
12582,Discount-Heavy Stable,0,1.742698994169975e-07,171.49445,10.86,31.68,51.42,Medium
11369,High Revenue Loyal,0,3.048928963931926e-09,18344.613,7.76,51.86,58.46,Medium
10235,Discount-Heavy Stable,0,1.098791819561674e-09,219.67143,10.56,32.67,57.03,Medium
14826,At-Risk SMB,0,4.488960608887498e-09,1871.46,12.09,17.5,31.47,Low
10598,High-Growth Startup,0,4.280715538927961e-09,13272.408,9.29,43.76,48.75,Low
14558,High-Growth Startup,0,4.673223051153124e-10,554.5646,8.01,35.39,66.28,Medium
12251,At-Risk SMB,1,0.9999999926383044,3549.276,64.38,20.2,26.3,Low
14194,Discount-Heavy Stable,0,3.742204310096434e-09,218.20609,7.69,35.52,55.95,Medium
12284,High-Growth Startup,0,2.6499522646484147e-09,9820.7,7.9,44.56,62.68,Medium
10663,High Revenue Loyal,0,5.179621241987134e-09,14124.988,8.92,61.35,84.39,High
11485,High-Growth Startup,0,2.1046652513853233e-09,594.02563,9.24,30.07,52.22,Medium
12286,High Revenue Loyal,0,2.2812083377719028e-10,374.4721,7.79,44.25,82.05,High
14863,High Revenue Loyal,0,2.471214507338004e-09,27430.715,7.18,76.21,83.8,High
13405,Discount-Heavy Stable,0,2.46943242193319e-08,203.09491,8.27,23.61,36.27,Low
12665,At-Risk SMB,0,6.339717025375997e-10,1090.8322,15.39,26.8,47.25,Low
13659,Discount-Heavy Stable,0,3.2640144769625524e-08,417.62897,9.06,28.41,47.18,Low
10780,Discount-Heavy Stable,0,2.719420758182027e-09,10822.241,8.7,53.98,71.1,Medium
13919,High-Growth Startup,0,1.9573636957976382e-09,1546.9401,7.72,32.44,53.7,Medium
13600,At-Risk SMB,0,2.0228643715344407e-09,2262.1943,10.3,13.78,19.4,Low
13653,At-Risk SMB,0,1.191594606340407e-08,45.71314,13.03,18.81,29.34,Low
13505,High-Growth Startup,0,2.9545077723130863e-09,296.39575,8.3,26.57,44.53,Low
13409,At-Risk SMB,0,5.653657923220449e-08,217.20566,13.71,20.74,35.15,Low
14984,High Revenue Loyal,0,4.002721699052051e-09,5858.7144,7.47,49.63,78.4,High
10686,At-Risk SMB,0,1.6145415349367958e-09,2587.415,11.35,23.17,36.87,Low
13552,High-Growth Startup,0,2.1477559801684433e-09,346.38834,10.08,36.68,62.2,Medium
12928,High-Growth Startup,0,2.471214507338004e-09,10479.14,9.18,39.19,48.55,Low
13662,Discount-Heavy Stable,0,2.481543795677394e-09,6925.5483,9.14,41.08,53.29,Medium
12172,High Revenue Loyal,0,2.377538178310818e-09,26546.75,6.56,73.22,77.73,High
12842,At-Risk SMB,0,2.5238133551573822e-09,263.06516,17.96,16.2,21.91,Low
11851,High Revenue Loyal,0,1.7313527214538424e-08,182.31999,7.76,41.62,74.32,Medium
10488,High Revenue Loyal,0,5.079563037242726e-09,22525.99,6.89,62.73,64.88,Medium
11689,High-Growth Startup,0,3.189820232349278e-09,13168.611,8.38,46.22,52.87,Medium
12231,At-Risk SMB,1,0.9999999357903712,2688.7397,64.95,20.97,27.91,Low
13481,At-Risk SMB,1,0.9999998354935764,1950.2302,63.59,16.18,25.73,Low
12321,High Revenue Loyal,0,3.189820232349278e-09,18446.342,7.87,62.28,76.68,High
10783,At-Risk SMB,1,0.9999999984428009,1321.8755,65.17,9.2,13.34,Low
10522,At-Risk SMB,0,9.564660603999189e-08,59.310314,15.08,15.46,27.77,Low
10523,High Revenue Loyal,0,2.835335332970029e-09,3161.8962,8.67,42.91,71.18,Medium
14627,Discount-Heavy Stable,0,6.702508428503617e-10,1485.4207,7.69,27.29,45.34,Low
14154,At-Risk SMB,0,7.99181739086319e-09,56.586773,8.67,18.91,29.74,Low
12399,High Revenue Loyal,0,3.964626091415232e-10,158.47784,6.99,46.04,83.93,High
12208,At-Risk SMB,0,2.9471953992776957e-09,1417.7089,15.44,16.59,25.46,Low
13707,At-Risk SMB,0,1.513840039196928e-09,2068.412,16.13,18.99,31.0,Low
13786,Discount-Heavy Stable,0,2.7589350663923183e-08,200.91318,8.59,31.59,55.93,Medium
14672,At-Risk SMB,0,1.4029473057925396e-07,167.00473,13.59,14.36,24.07,Low
14037,At-Risk SMB,0,8.233808137189149e-08,59.84171,14.11,19.16,35.77,Low
11512,High Revenue Loyal,0,5.209781453319558e-09,14721.504,7.76,53.13,61.01,Medium
11883,At-Risk SMB,0,1.968732813263268e-09,3062.8762,12.81,17.47,19.69,Low
10652,Discount-Heavy Stable,0,2.4471396040397e-09,8189.1313,10.15,38.77,58.34,Medium
12969,High-Growth Startup,0,2.471214507338004e-09,7534.1094,8.16,44.96,66.97,Medium
13296,Discount-Heavy Stable,0,2.0724834642893744e-09,8307.13,8.37,37.8,48.28,Low
10370,Discount-Heavy Stable,0,3.148459643295986e-09,8116.8594,9.87,32.96,33.14,Low
12811,High Revenue Loyal,0,3.8339917368209735e-09,13413.809,7.87,59.15,81.44,High
10119,At-Risk SMB,1,0.9999999968951772,935.98303,64.14,14.81,27.45,Low
14042,High-Growth Startup,0,2.2229984729817304e-09,4652.8687,8.09,35.74,49.48,Low
14640,High Revenue Loyal,0,3.189820232349278e-09,23717.24,7.36,60.83,66.7,Medium
12217,High Revenue Loyal,1,0.999999998763922,273.98343,57.47,38.49,72.62,Medium
13775,High-Growth Startup,0,1.1913699591779853e-10,550.5768,8.27,31.33,56.91,Medium
11614,At-Risk SMB,1,0.999999996385668,1039.9894,72.21,11.87,19.04,Low
13104,High-Growth Startup,0,6.390897208745051e-10,251.67079,6.67,38.04,67.23,Medium
10963,High Revenue Loyal,0,2.8406403270422476e-09,3253.4668,8.16,43.99,74.76,Medium
12511,At-Risk SMB,0,1.766225868134738e-09,731.74414,11.87,16.98,25.48,Low
13781,High Revenue Loyal,0,2.471214507338004e-09,5196.0894,7.47,43.9,66.78,Medium
13071,High Revenue Loyal,0,8.263510326330268e-10,1817.4496,7.94,49.04,84.29,High
14774,At-Risk SMB,1,0.9998069973449528,2311.0334,58.48,22.59,29.59,Low
13568,At-Risk SMB,0,5.043400663257394e-09,1063.4353,15.86,13.91,23.74,Low
12416,High Revenue Loyal,0,2.624790454360728e-09,13260.794,8.56,56.57,76.8,High
14798,At-Risk SMB,0,1.9747608072348477e-09,2808.3545,12.83,20.82,31.44,Low
14369,High Revenue Loyal,0,5.646035235126863e-10,98.70055,7.58,38.76,67.2,Medium
12186,High Revenue Loyal,0,3.095185109509527e-09,25501.904,6.16,67.49,72.22,Medium
14544,At-Risk SMB,0,4.6504747920854496e-08,194.02322,11.17,25.11,44.02,Low
12568,High Revenue Loyal,0,5.845393709458766e-10,1938.2186,8.16,41.38,70.93,Medium
12038,High Revenue Loyal,0,6.137939782962481e-09,169.11446,7.5,44.99,82.16,High
14396,At-Risk SMB,1,0.9999999999309364,223.10045,66.68,15.07,24.21,Low
10773,High-Growth Startup,0,4.514737094796006e-09,371.86792,7.21,37.91,64.58,Medium
11285,Discount-Heavy Stable,0,3.6106444948446316e-09,6097.0635,8.41,43.29,61.26,Medium
14744,High Revenue Loyal,0,1.2643164271248691e-09,603.76935,7.07,41.48,73.58,Medium
14884,At-Risk SMB,1,0.9999999998639316,923.42145,65.96,24.29,37.57,Low
12588,High Revenue Loyal,0,2.800262419345255e-09,243.10149,7.47,39.34,76.02,High
14716,High Revenue Loyal,0,2.7581545994933517e-09,19466.69,7.36,65.08,76.57,High
11415,High Revenue Loyal,0,3.095185109509527e-09,14354.494,8.27,52.57,67.84,Medium
11235,High Revenue Loyal,0,4.351435818763247e-09,19411.605,8.16,66.14,79.89,High
12874,High Revenue Loyal,0,5.209781453319558e-09,19362.27,7.58,63.64,77.09,High
10436,High Revenue Loyal,0,3.8339917368209735e-09,28656.846,7.36,74.23,79.99,High
11675,High-Growth Startup,0,1.7502549192945602e-08,200.8191,7.47,31.84,57.49,Medium
10366,At-Risk SMB,1,0.9999999977677788,-299.20108,63.46,11.16,15.79,Low
12821,High Revenue Loyal,0,5.258193810354774e-09,709.5272,7.36,41.93,79.23,High
10232,At-Risk SMB,0,1.3559656506525949e-08,56.151787,10.52,19.74,31.04,Low
14402,High-Growth Startup,0,3.580047732021896e-09,99.22202,10.69,37.34,67.92,Medium
10148,At-Risk SMB,0,3.1586990712589892e-09,3525.299,11.5,25.63,34.3,Low
14536,High Revenue Loyal,0,2.835335332970029e-09,28416.92,7.47,75.48,81.47,High
10408,Discount-Heavy Stable,0,2.2125835129005956e-09,3545.301,10.17,29.6,46.16,Low
12091,At-Risk SMB,0,1.8332090631245038e-09,2050.576,10.95,18.06,26.26,Low
10087,High-Growth Startup,0,2.835335332970029e-09,6637.5527,6.96,42.7,61.12,Medium
10845,High Revenue Loyal,0,3.805883855265901e-09,31988.947,8.41,71.23,66.42,Medium
11032,High-Growth Startup,0,2.476599499476709e-09,10284.047,9.1,53.98,77.66,High
12803,High Revenue Loyal,0,9.46335124206407e-10,21030.738,6.78,71.39,89.43,High
13414,High Revenue Loyal,0,1.8669151501229547e-09,33516.758,7.36,79.03,73.66,Medium
12900,At-Risk SMB,1,0.999999998841586,495.76434,60.99,15.21,21.05,Low
14868,High Revenue Loyal,0,2.835335332970029e-09,10084.665,6.16,44.77,61.47,Medium
12629,High Revenue Loyal,0,2.471214507338004e-09,23179.648,8.27,65.66,69.47,Medium
14795,At-Risk SMB,0,4.6911241875595186e-08,405.86536,13.38,16.27,29.97,Low
10856,At-Risk SMB,1,0.999999999581674,1222.0612,64.1,19.89,35.03,Low
10079,High-Growth Startup,0,2.835335332970029e-09,9758.107,7.58,44.99,58.48,Medium
12248,High-Growth Startup,0,5.099286551984586e-10,2468.4895,7.58,40.25,67.21,Medium
14710,At-Risk SMB,0,3.827936317533274e-10,276.34592,10.99,13.03,24.0,Low
13899,High Revenue Loyal,0,2.835335332970029e-09,27142.926,6.89,68.24,67.4,Medium
13103,Discount-Heavy Stable,0,3.3495798619326244e-08,150.98357,9.54,35.14,55.91,Medium
13944,High-Growth Startup,0,9.773632526575994e-10,281.26337,8.19,25.13,42.8,Low
12280,High-Growth Startup,0,5.226403534248182e-07,-78.78688,8.59,27.98,48.81,Low
14448,At-Risk SMB,1,0.9999999999897192,1388.7899,62.27,16.33,26.38,Low
14378,High Revenue Loyal,0,1.1769988455870587e-09,828.15137,8.16,41.35,71.99,Medium
14112,Discount-Heavy Stable,0,6.439015158592402e-09,9044.314,8.12,34.83,40.66,Low
13655,At-Risk SMB,0,1.7211571055018963e-09,2209.0105,12.28,21.95,29.66,Low
12177,At-Risk SMB,0,2.8532293113430623e-09,2067.106,12.63,31.56,52.1,Medium
10425,High-Growth Startup,1,0.9999999979052898,88.363556,57.07,29.13,51.13,Medium
10393,High-Growth Startup,0,9.663128191527766e-09,251.61957,9.9,37.14,68.99,Medium
14873,High-Growth Startup,0,8.137614333425853e-10,355.08917,8.34,36.29,65.83,Medium
13642,High Revenue Loyal,0,1.1781725538791312e-09,213.83702,7.07,43.28,76.1,High
10105,High-Growth Startup,0,3.7248280648377347e-09,8346.532,8.23,46.3,58.38,Medium
12673,At-Risk SMB,0,0.0001142754407495,42.14105,17.45,16.87,26.37,Low
13169,High Revenue Loyal,0,2.7050432852606596e-09,6205.9463,9.47,52.82,82.7,High
14413,High-Growth Startup,0,1.720184381087083e-09,220.34232,7.98,30.59,52.44,Medium
14435,High-Growth Startup,0,1.8523125986379708e-11,230.24538,8.92,29.52,52.82,Medium
12993,At-Risk SMB,1,0.9999999993719172,666.9074,63.68,12.09,17.57,Low
11949,High Revenue Loyal,0,1.3470762830234147e-09,214.19588,7.47,45.16,83.37,High
11460,At-Risk SMB,1,0.9999999718749318,-471.90195,61.61,15.16,26.88,Low
13474,At-Risk SMB,1,0.9999999890747604,1510.5957,60.95,14.87,21.01,Low
12987,High Revenue Loyal,0,8.550360814165977e-09,4506.3896,7.07,46.67,81.02,High
12881,High Revenue Loyal,0,3.189820232349278e-09,27855.957,7.29,73.37,75.33,High
14937,At-Risk SMB,0,4.4370042728941185e-09,2264.8499,14.66,23.26,37.91,Low
11588,High-Growth Startup,0,2.132511921864343e-09,1151.1147,7.18,36.96,62.67,Medium
13902,Discount-Heavy Stable,0,9.844721508434559e-10,162.0068,7.87,28.23,51.59,Medium
11732,High Revenue Loyal,0,2.835335332970029e-09,27308.486,7.76,75.05,80.26,High
12063,At-Risk SMB,0,2.842255895601493e-09,2544.6,14.24,27.94,44.37,Low
13958,Discount-Heavy Stable,0,5.704842014904439e-08,33.017574,8.7,26.1,40.96,Low
14915,At-Risk SMB,1,0.999999999825578,913.5257,64.01,17.05,22.22,Low
11792,At-Risk SMB,1,0.9999993756084552,1751.7812,60.7,22.2,29.96,Low
12356,High-Growth Startup,0,2.471214507338004e-09,9427.411,6.96,40.27,50.15,Medium
11941,High Revenue Loyal,0,2.6912731250499063e-08,217.17346,7.47,39.71,77.64,High
10703,High Revenue Loyal,0,3.086278465774088e-09,10098.21,8.27,53.33,74.29,Medium
